@database(
Trigger=What is a pet?|Info=An animal kept as a companion|Strength=1|Source=Memory
Trigger=What is a pig?|Info=A type of animal|Strength=2|Source=Memory
Trigger=What is a rat?|Info=A small rodent|Strength=2|Source=Memory
Trigger=What is a tub?|Info=A container for washing|Strength=1|Source=Memory
Trigger=What is a van?|Info=A vehicle usually with a moderate passenger capacity|Strength=0|Source=Memory
Trigger=What is a apple?|Info=A fruit|Strength=2|Source=Memory
Trigger=What is a bat?|Info=Used to hit balls in sports|Strength=1|Source=Memory
Trigger=What is a arm?|Info=Arm|Strength=1|Source=Memory
Trigger=What is a banana?|Info=A delicious yellow fruit|Strength=1|Source=Memory
Trigger=What is a bike?|Info=A vehicle powered by pedaling|Strength=1|Source=Memory
Trigger=What's ok?|Info=Neither do I|Strength=1|Source=Memory
Trigger=What is a chin?|Info=A body part just below the mouth|Strength=1|Source=Memory
Trigger=What is a clam?|Info=A mussel|Strength=1|Source=Memory
Trigger=What is a class?|Info=A learning center|Strength=1|Source=Memory
Trigger=What is a van?|Info=A vehicle with a moderate passenger capacity|Strength=1|Source=Memory
Trigger=What is a club?|Info=A larg stick used to smack things with|Strength=1|Source=Memory
Trigger=What is a day?|Info=A incrament of time|Strength=1|Source=Memory
Trigger=Why does my head hurt?|Info=i don't have a clue?|Strength=1|Source=Memory
Trigger=What is a crown?|Info=Headgear worn to show importance|Strength=1|Source=Memory
Trigger=What is a crowd?|Info=A large group of people|Strength=1|Source=Memory
Trigger=What is a crib?|Info=A bed desighend to protect a baby|Strength=1|Source=Memory
Trigger=What is a desk?|Info=Furnature|Strength=0|Source=Memory
Trigger=What are Cheez-Its?|Info=Delicious treats!|Strength=1|Source=Memory
Trigger=What is a dime?|Info=A coin woth $010|Strength=0|Source=Memory
Trigger=What is a field?|Info=A large open area filled with grass|Strength=2|Source=Memory
Trigger=What is a flag?|Info=A piece of cloth used as a symbol|Strength=1|Source=Memory
Trigger=What is cheese?|Info=Biproduct of bacteria and milk|Strength=2|Source=Memory
Trigger=What is a fog?|Info=A grounded cloud|Strength=1|Source=Memory
Trigger=What is a heat?|Info=Temperture, usually above room temperture|Strength=1|Source=Memory
Trigger=What is a horn?|Info=A musical instrument|Strength=1|Source=Memory
Trigger=What is a joke?|Info=Something told for the sake of humor|Strength=1|Source=Memory
Trigger=What is a juice?|Info=Liquid made from fruit|Strength=1|Source=Memory
Trigger=What is a milk?|Info=A drink from a cow|Strength=1|Source=Memory
Trigger=What is a meal?|Info=Food you eat all at once|Strength=1|Source=Memory
Trigger=What color is blue?|Info=i forget?|Strength=0|Source=Memory
Trigger=What is a burger?|Info=A cooked ground beef sandwich|Strength=1|Source=Memory
Trigger=What is paper?|Info=Flat pages made from wood|Strength=0|Source=Memory
Trigger=What is music?|Info=A pattern of sound and silence with a beat|Strength=4|Source=Memory
Trigger=Whay is my hair a mess?|Info=I don't have hair|Strength=0|Source=Memory
Trigger=Is it A delicious treat?|Info=Feet are the part of the body attached to the legs|Strength=1|Source=Memory
Trigger=What is a name?|Info=A word used to identify something|Strength=1|Source=Memory
Trigger=What is a nest?|Info=The home of a bird|Strength=1|Source=Memory
Trigger=What is a pear?|Info=A fruit|Strength=2|Source=Memory
Trigger=What is a pen?|Info=A utencil used to write in ink|Strength=0|Source=Memory
Trigger=What is a pencil?|Info=A utencil that uses graphite to make erasble marks|Strength=2|Source=Memory
Trigger=What is a plant?|Info=A type of organism that uses photosynthesis|Strength=1|Source=Memory
Trigger=What is a river?|Info=Water flowing|Strength=1|Source=Memory
Trigger=What is a road?|Info=A long narrow strip of dir, concrete or asphalt for driving on|Strength=1|Source=Memory
Trigger=What is a rock?|Info=A chunk of material|Strength=1|Source=Memory
Trigger=What is road runner?|Info=A bird|Strength=3|Source=Memory
Trigger=What is a car?|Info=A vehicle with around a 2-5 passenger capacity|Strength=2|Source=Memory
Trigger=What is a shop?|Info=A place where they sell you things|Strength=1|Source=Memory
Trigger=What is a desk?|Info=A piece of furniture used to hold work|Strength=1|Source=Memory
Trigger=What is a show?|Info=A spectacle|Strength=1|Source=Memory
Trigger=What are sheep?|Info=Animals with wool|Strength=2|Source=Memory
Trigger=What is a sink?|Info=A basin where water pours into and has a drain|Strength=0|Source=Memory
Trigger=What is a Nate?|Info=Nate is an awesome person|Strength=2|Source=Memory
Trigger=What is a folder?|Info=A container for paper|Strength=1|Source=Memory
Trigger=What is a toilet?|Info=A porcilin device used to dispose of waste|Strength=1|Source=Memory
Trigger=What is a sofa?|Info=Furiture used to sit on, large enough to hold at least 3 people|Strength=1|Source=Memory
Trigger=What is hair?|Info=Head fur|Strength=3|Source=Memory
Trigger=What is an iPod?|Info=An overpriced MP3 player|Strength=1|Source=Memory
Trigger=what is a phone?|Info=A device used to transmit sound over large distances for conversations|Strength=1|Source=Memory
Trigger=What is a printer?|Info=A machene used to put ink on paper|Strength=2|Source=Memory
Trigger=What is an Amiga?|Info=An early computer by Commadore One of the first gaming machenes|Strength=1|Source=Memory
Trigger=What is a camera?|Info=a device used to capture 2D images|Strength=2|Source=Memory
Trigger=What is a straw?|Info=A hollow cylinder used to transport drinks to the mouth|Strength=1|Source=Memory
Trigger=What is a string?|Info=A long fiber|Strength=1|Source=Memory
Trigger=What is a summer?|Info=A season|Strength=3|Source=Memory
Trigger=What is a flashlight?|Info=A device used to turn electrical energy into visible light|Strength=0|Source=Memory
Trigger=What is a telescope?|Info=Something Rex is obsessed with|Strength=2|Source=Memory
Trigger=What is a dog?|Info=An animal in the canine family|Strength=5|Source=Memory
Trigger=What is paper?|Info=Flat fiber made from wood|Strength=1|Source=Memory
Trigger=What is a tank?|Info=A large milllitary machene with a cannon|Strength=1|Source=Memory
Trigger=What is a team?|Info=A group of people with one goal|Strength=1|Source=Memory
Trigger=What is a tent?|Info=A canvas structure for temporary shelter|Strength=1|Source=Memory
Trigger=What is a toes?|Info=An extrimity attached to the foot|Strength=1|Source=Memory
Trigger=What is a tree?|Info=A plant with a trunk and leaves|Strength=1|Source=Memory
Trigger=What is a vest?|Info=A sleevless jacket|Strength=1|Source=Memory
Trigger=What is a pie?|Info=A delicious desert|Strength=1|Source=Memory
Trigger=What is a wing?|Info=Something flat used to catch wind to produce lift|Strength=1|Source=Memory
Trigger=What is speech?|Info=verbalization of ideas in language|Strength=2|Source=Memory
Trigger=What is a flash drive?|Info=a small USB storage unit|Strength=2|Source=Memory
Trigger=What is a fire?|Info=Combustion energy|Strength=2|Source=Memory
Trigger=What is a alarm?|Info=A loud noise to draw attention to something|Strength=1|Source=Memory
Trigger=What is a animal?|Info=A organism that can move by itself|Strength=1|Source=Memory
Trigger=What is a aunt?|Info=A female relative that is the sister of one of your parents|Strength=0|Source=Memory
Trigger=What is a flashlight?|Info=A device that converts electrical energy to visible light|Strength=1|Source=Memory
Trigger=what is a house?|Info=a place where one lives|Strength=2|Source=Memory
Trigger=What is a beam?|Info=A large thin piece of something|Strength=1|Source=Memory
Trigger=What is a bean?|Info=A seed|Strength=1|Source=Memory
Trigger=What is a bedroom?|Info=The place where someone keeps their belongings|Strength=2|Source=Memory
Trigger=What is a robot?|Info=an artificial life form|Strength=2|Source=Memory
Trigger=what are robots?|Info=Artificial life forms|Strength=2|Source=Memory
Trigger=what's cheese?|Info=Biproduct of bacteria and milk|Strength=1|Source=Memory
Trigger=What is a camp?|Info=A place where one sets up a temporary home|Strength=1|Source=Memory
Trigger=What is a chicken?|Info=An animal that lays eggs and is delicious|Strength=1|Source=Memory
Trigger=What is a paper clip?|Info=A small metal object that holds paper together temporarily|Strength=1|Source=Memory
Trigger=What is a butterfly?|Info=An animal that is known for beauty and is mostly large colored wings|Strength=2|Source=Memory
Trigger=What is a deer?|Info=An mammal|Strength=1|Source=Memory
Trigger=What is a dock?|Info=A structure used to attatch objects|Strength=1|Source=Memory
Trigger=What is a doctor?|Info=A person who practices medicine|Strength=1|Source=Memory
Trigger=What is a drum?|Info=A musical instrument that provides percussion|Strength=1|Source=Memory
Trigger=What is a aunt?|Info=A small animal|Strength=1|Source=Memory
Trigger=What is a eye?|Info=A organ used to see|Strength=1|Source=Memory
Trigger=What is a sandwich?|Info=a delicious food eaten for lunch|Strength=3|Source=Memory
Trigger=What is a mousepad?|Info=A piece of material designed to keep a mouse interfacing properly|Strength=1|Source=Memory
Trigger=What is a computer?|Info=A machene that uses digital signals to perform tasks|Strength=3|Source=Memory
Trigger=who is Nate?|Info=nate is an awesome person!|Strength=2|Source=Memory
Trigger=what is a bouvine?|Info=A cow|Strength=1|Source=Memory
Trigger=what is a slinky?|Info=a toy that is loosly wound spring|Strength=2|Source=Memory
Trigger=What is a grass?|Info=Plant that makes up lawns|Strength=1|Source=Memory
Trigger=What is a grape?|Info=A small round berry|Strength=2|Source=Memory
Trigger=What is a horse?|Info=An animal that used to be widly used as a means of transportation|Strength=2|Source=Memory
Trigger=What is hunger?|Info=The lack of food in one's stomach|Strength=2|Source=Memory
Trigger=What is electricity?|Info=Energy produced form the flow of electrons around a circut|Strength=2|Source=Memory
Trigger=What is a soda?|Info=A carinated drink|Strength=1|Source=Memory
Trigger=What is a kitten?|Info=A baby cat|Strength=1|Source=Memory
Trigger=What is a crow?|Info=a black bird|Strength=2|Source=Memory
Trigger=What is a light?|Info=A device that produces photon radiation|Strength=1|Source=Memory
Trigger=What is a loaf?|Info=IDK|Strength=1|Source=Memory
Trigger=What animal makes a moo sound?|Info=A cow|Strength=1|Source=Memory
Trigger=what is moo?|Info=The sound a cow makes|Strength=2|Source=Memory
Trigger=what is the sound a cow makes?|Info=Moo|Strength=1|Source=Memory
Trigger=What goes moo?|Info=a cow|Strength=3|Source=Memory
Trigger=What moo?|Info=Moo!|Strength=2|Source=Memory
Trigger=What is a mother?|Info=A female parent|Strength=1|Source=Memory
Trigger=What is a notebook?|Info=Paper bound together formateted for writing|Strength=2|Source=Memory
Trigger=What is a toe?|Info=an extrimaty attached to a foot|Strength=0|Source=Memory
Trigger=What is a walrus?|Info=An animal with thusks|Strength=0|Source=Memory
Trigger=What is a pail?|Info=a buket|Strength=1|Source=Memory
Trigger=what is walrus?|Info=An animal with tusks|Strength=1|Source=Memory
Trigger=What is a TV?|Info=A screen that produces video for entertainment|Strength=2|Source=Memory
Trigger=What is a hippo?|Info=A large mouthed animal|Strength=2|Source=Memory
Trigger=What are trees?|Info=A plant with a trunk and leaves|Strength=1|Source=Memory
Trigger=What is a bathroom?|Info=A room used to dispose of waste|Strength=1|Source=Memory
Trigger=What is a robin?|Info=A bird|Strength=1|Source=Memory
Trigger=What is a penny?|Info=A coin worth one cent|Strength=2|Source=Memory
Trigger=what is a dime?|Info=A coin worth ten cents|Strength=1|Source=Memory
Trigger=what is a coin?|Info=A flat round piece of metal used as currency|Strength=1|Source=Memory
Trigger=What is a scale?|Info=A device used to mesure weight|Strength=1|Source=Memory
Trigger=What is a sea?|Info=A large salty body of water|Strength=1|Source=Memory
Trigger=What is a sister?|Info=A female offspring of your parents|Strength=2|Source=Memory
Trigger=What is a soap?|Info=A substance used to remove dirt|Strength=1|Source=Memory
Trigger=What is a bird?|Info=An animal that has wings and feathers and a beak|Strength=2|Source=Memory
Trigger=What has a beak?|Info=A bird|Strength=1|Source=Memory
Trigger=What is a stick?|Info=A small broken part of a tree|Strength=1|Source=Memory
Trigger=What is a baseball?|Info=a sphere usually used in sports?|Strength=1|Source=Memory
Trigger=What is a walrus?|Info=An animal with tusks|Strength=1|Source=Memory
Trigger=what is a walking stick?|Info=a small broken part of a tree?|Strength=1|Source=Memory
Trigger=What is a space?|Info=An empty area|Strength=1|Source=Memory
Trigger=What is a spoon?|Info=A utincil used to hold liquid|Strength=1|Source=Memory
Trigger=What is a cup?|Info=A cylinder used to hold drinks|Strength=0|Source=Memory
Trigger=What is a cub?|Info=A baby bear|Strength=2|Source=Memory
Trigger=What is a spy?|Info=A person who gathers information covertly|Strength=1|Source=Memory
Trigger=What is a tiger?|Info=A large cat with stripes|Strength=1|Source=Memory
Trigger=What is a gameboy?|Info=A handheald video game|Strength=0|Source=Memory
Trigger=What is a toad?|Info=a small amphibius animal|Strength=2|Source=Memory
Trigger=What is a town?|Info=A place where a few people live|Strength=1|Source=Memory
Trigger=What is a trail?|Info=A small path|Strength=1|Source=Memory
Trigger=What is a amphibius animal?|Info=An animal in the amphibian family|Strength=1|Source=Memory
Trigger=What is a quarter?|Info=one fourth|Strength=2|Source=Memory
Trigger=What is a dollar?|Info=A singular unit of United States currency|Strength=1|Source=Memory
Trigger=what is a toy?|Info=Something that makes you happy|Strength=2|Source=Memory
Trigger=What is a balloon?|Info=A sphere filled with air|Strength=1|Source=Memory
Trigger=What is a vase?|Info=A cylindrical container|Strength=1|Source=Memory
Trigger=What is a winter?|Info=a season|Strength=1|Source=Memory
Trigger=What is a water?|Info=Liquid H2O|Strength=1|Source=Memory
Trigger=What is a week?|Info=Seven days|Strength=1|Source=Memory
Trigger=What is a wheel?|Info=A round object that is used for transport|Strength=2|Source=Memory
Trigger=What is a wish?|Info=A hpeful expectation|Strength=0|Source=Memory
Trigger=What is a wool?|Info=The fur of a sheep|Strength=1|Source=Memory
Trigger=what is a sheep?|Info=animals with wool?|Strength=2|Source=Memory
Trigger=What is a yard?|Info=An area of property around a house|Strength=1|Source=Memory
Trigger=What is a zebra?|Info=A horse-like animal with stripes|Strength=1|Source=Memory
Trigger=What is a actor?|Info=A person who performs a story|Strength=1|Source=Memory
Trigger=Why?|Info=Because|Strength=1|Source=Memory
Trigger=why not?|Info=because|Strength=2|Source=Memory
Trigger=Who?|Info=I couldn't possibly know what you're talking about|Strength=0|Source=Memory
Trigger=Who?|Info=I couldn't possibly know what you're talking about|Strength=1|Source=Memory
Trigger=What is a beef?|Info=a cow|Strength=1|Source=Memory
Trigger=What color is blue?|Info=the color of the sky|Strength=1|Source=Memory
Trigger=What is a birthday?|Info=when you were born|Strength=1|Source=Memory
Trigger=What is a boy?|Info=male chlld|Strength=1|Source=Memory
Trigger=What is a pen?|Info=writing utensil that uses ink|Strength=1|Source=Memory
Trigger=What is a brush?|Info=fixes hair|Strength=1|Source=Memory
Trigger=What is a turkey?|Info=A turkey is a bird eaten at Thanksgiving|Strength=1|Source=Memory
Trigger=What is a butter ?|Info=spread for food|Strength=1|Source=Memory
Trigger=What is a Rex?|Info=What is the date?|Strength=1|Source=Memory
Trigger=What is a Poof?|Info=Good bye|Strength=2|Source=Memory
Trigger=What is a cast?|Info=for a broken arm|Strength=1|Source=Memory
Trigger=What is a cave?|Info=A hole in the ground|Strength=1|Source=Memory
Trigger=What is a cent?|Info=a penneyi|Strength=1|Source=Memory
Trigger=What is a cherries?|Info=red fruit|Strength=1|Source=Memory
Trigger=What is a cherry?|Info=red fruit|Strength=1|Source=Memory
Trigger=What is a cobweb?|Info=spider's home|Strength=2|Source=Memory
Trigger=What is a coil?|Info=a spirng|Strength=1|Source=Memory
Trigger=What is a cracker?|Info=snack|Strength=1|Source=Memory
Trigger=what is a turtle?|Info=a cold=blooded animal|Strength=2|Source=Memory
Trigger=What is bacon?|Info=Bacon is delicious pig flesh|Strength=2|Source=Memory
Trigger=What is a sniper?|Info=A person who specilizes in long distance acurate shots|Strength=2|Source=Memory
Trigger=Who is a sniper?|Info=A person who specilizes in long distance acurate shots|Strength=1|Source=Memory
Trigger=What is a fat man?|Info=A person with a large girth|Strength=1|Source=Memory
Trigger=What is fat?|Info=blubber|Strength=2|Source=Memory
Trigger=What's fat?|Info=Blubber|Strength=1|Source=Memory
Trigger=What is a face?|Info=The front of a head|Strength=1|Source=Memory
Trigger=What is a nose?|Info=A part of the body in the center of the face|Strength=3|Source=Memory
Trigger=What is a flavor?|Info=A taste|Strength=2|Source=Memory
Trigger=What is doom?|Info=A classic first person shooter that popularized the genre|Strength=3|Source=Memory
Trigger=What is a genre?|Info=A type of something|Strength=1|Source=Memory
Trigger=What is a glove?|Info=A piece of clothing for the hand|Strength=1|Source=Memory
Trigger=What is poop?|Info=excrament|Strength=3|Source=Memory
Trigger=What is pop?|Info=Soda|Strength=2|Source=Memory
Trigger=what is a carbinated drink?|Info=Soda|Strength=1|Source=Memory
Trigger=What is a goose?|Info=a bird|Strength=1|Source=Memory
Trigger=What is a grain?|Info=A small particle|Strength=3|Source=Memory
Trigger=What is Minecraft?|Info=An amazing game|Strength=2|Source=Memory
Trigger=What is a creeper?|Info=an infamous, green-camouflaged, near-silent kamikaze mob that will hide and ambush with explosions|Strength=3|Source=Memory
Trigger=What is a holiday?|Info=A clebration|Strength=1|Source=Memory
Trigger=what is a shame?|Info=forget that|Strength=1|Source=Memory
Trigger=What is a jellyfish?|Info=an animal that is jelly-like and has stingers|Strength=2|Source=Memory
Trigger=What is a ladybug?|Info=an insect|Strength=1|Source=Memory
Trigger=What is a mailbox?|Info=a place where mail is placed|Strength=1|Source=Memory
Trigger=what is a bug?|Info=an insect|Strength=2|Source=Memory
Trigger=what is a spider?|Info=an 8 legged bug known for making cobwebs|Strength=1|Source=Memory
Trigger=What is a number?|Info=A unit of quantity|Strength=1|Source=Memory
Trigger=What is a oatmeal?|Info=a breakfast|Strength=1|Source=Memory
Trigger=What is blood?|Info=Liquid in animals to move resources around|Strength=1|Source=Memory
Trigger=What is resources?|Info=Matrials of value|Strength=1|Source=Memory
Trigger=what are giraffes?|Info=A long necked animal|Strength=1|Source=Memory
Trigger=What is a cob?|Info=Center of corn|Strength=2|Source=Memory
Trigger=What is an Amiga?|Info=an old computer by Commadore that was one of the first gaming omputers|Strength=1|Source=Memory
Trigger=What is a pest?|Info=an annoyance|Strength=1|Source=Memory
Trigger=What is a popcorn?|Info=a delicious treat|Strength=1|Source=Memory
Trigger=Why did the chicken cross the road?|Info=To get to the other side|Strength=3|Source=Memory
Trigger=What is a quicksand?|Info=Sand that pulls you down under|Strength=1|Source=Memory
Trigger=What is a quiet?|Info=Silence|Strength=1|Source=Memory
Trigger=What is a quilt?|Info=A patchwork cloth covering|Strength=1|Source=Memory
Trigger=What is a lie?|Info=the cake|Strength=2|Source=Memory
Trigger=What is a scarecrow?|Info=A fake human posted to scare birds away from crops|Strength=1|Source=Memory
Trigger=What is a scarf?|Info=A cloth strip used to keep the kneck warm|Strength=1|Source=Memory
Trigger=What is a stream?|Info=Water flowing|Strength=1|Source=Memory
Trigger=What is a street?|Info=nvm|Strength=1|Source=Memory
Trigger=What is a sugar?|Info=Sweetness|Strength=1|Source=Memory
Trigger=What is a throne?|Info=A place where an important person sits|Strength=1|Source=Memory
Trigger=What is a twig?|Info=A tiny piece of a tree|Strength=2|Source=Memory
Trigger=What is a volleyball?|Info=A ball smacked over a net in a sprot|Strength=1|Source=Memory
Trigger=What is a wood?|Info=What is a soda?|Strength=1|Source=Memory
Trigger=What is a napkin?|Info=A thin papepry object used to clean up messes|Strength=2|Source=Memory
Trigger=What is a flute?|Info=A woodwind instrument|Strength=2|Source=Memory
Trigger=What is a piano?|Info=A chromatic percussion instrument where keys trigger hammars to play notes|Strength=2|Source=Memory
Trigger=What is a advice?|Info=Someone's idea of what to do|Strength=1|Source=Memory
Trigger=What is a anger?|Info=RAGE!|Strength=1|Source=Memory
Trigger=What is a camera?|Info=Things to record still images in time|Strength=0|Source=Memory
Trigger=What is a tent?|Info=A place of shelter outside|Strength=1|Source=Memory
Trigger=What is a face?|Info=The part of a head we use It is also the side of a geometric shape, like a cude has 6 faces|Strength=1|Source=Memory
Trigger=What is a fireman?|Info=A man who puts out fire|Strength=1|Source=Memory
Trigger=What is a eye?|Info=An eye is what humans see from (And other animals)|Strength=1|Source=Memory
Trigger=What is a gate?|Info=A place to go through a fence|Strength=1|Source=Memory
Trigger=What is a glove?|Info=Something you put on your hand|Strength=1|Source=Memory
Trigger=What is a glue?|Info=Something used to stick stuff togeather|Strength=1|Source=Memory
Trigger=What is a drum?|Info=A thing that goes BOM BUM BUM BOM|Strength=1|Source=Memory
Trigger=What is a goldfish?|Info=A fish that is gold :D|Strength=1|Source=Memory
Trigger=What is a goose?|Info=A type of bird|Strength=1|Source=Memory
Trigger=What is a grain?|Info=A sead from wheat|Strength=1|Source=Memory
Trigger=What is a hair?|Info=The thing on your head, And on certian animals|Strength=1|Source=Memory
Trigger=What is a sink?|Info=A place you wash your hands|Strength=0|Source=Memory
Trigger=What is a haircut?|Info=You cut your hair|Strength=1|Source=Memory
Trigger=What is a holiday?|Info=A time of celebration|Strength=1|Source=Memory
Trigger=What is a hot?|Info=Warmth|Strength=1|Source=Memory
Trigger=What is a jellyfish?|Info=Spungebobs best friend|Strength=0|Source=Memory
Trigger=What is a ladybug?|Info=A bug thats a lady :D|Strength=1|Source=Memory
Trigger=What is a mailbox?|Info=Where the mailman puts your mail :D|Strength=1|Source=Memory
Trigger=What is a number?|Info=1,2,3,4,5,6,7,8,9,0 are all numbers (not ,)|Strength=1|Source=Memory
Trigger=What is a oatmeal?|Info=The worst thing you could ever eat|Strength=1|Source=Memory
Trigger=What is a pail?|Info=A sovel|Strength=1|Source=Memory
Trigger=What is a grape?|Info=What is an orange?|Strength=0|Source=Memory
Trigger=What is an orange?|Info=It is a fruit|Strength=1|Source=Memory
Trigger=Pie?|Info=A good food :D|Strength=2|Source=Memory
Trigger=What is kristinn pease?|Info=a person|Strength=2|Source=Memory
Trigger=What is a popcorn?|Info=what is kristinn?|Strength=1|Source=Memory
Trigger=What is a dollar?|Info=United States Currency|Strength=1|Source=Memory
Trigger=What is a queen?|Info=A band|Strength=1|Source=Memory
Trigger=What is a quicksand?|Info=Sand that springts|Strength=1|Source=Memory
Trigger=What is a wish?|Info=What is the lie?|Strength=0|Source=Memory
Trigger=What color is blue?|Info=Blue|Strength=1|Source=Memory
Trigger=What is nate?|Info=nate is a nerd who programed you|Strength=1|Source=Memory
Trigger=What is a basket?|Info=Wicker container|Strength=2|Source=Memory
Trigger=What is a sink?|Info=Basin with a drain|Strength=1|Source=Memory
Trigger=What is a basketball?|Info=Ball thrown through a hoop in a sport|Strength=1|Source=Memory
Trigger=What is a frog?|Info=amphibian|Strength=2|Source=Memory
Trigger=What is a mom?|Info=female parent|Strength=1|Source=Memory
Trigger=What is a battle?|Info=a fight|Strength=1|Source=Memory
Trigger=What is a beast?|Info=a creature|Strength=1|Source=Memory
Trigger=What is a beetle?|Info=A small insect with a hard outer shell|Strength=1|Source=Memory
Trigger=What is a beggar?|Info=a hobo|Strength=1|Source=Memory
Trigger=What is a brain?|Info=a biological computer|Strength=1|Source=Memory
Trigger=What is a fountain?|Info=Spout of water|Strength=1|Source=Memory
Trigger=What is a turd?|Info=poop|Strength=2|Source=Memory
Trigger=What is my smelly feet doing in the air conditioner?|Info=Brainfart|Strength=1|Source=Memory
Trigger=what is brainfog?|Info=an amazing song by Static-X|Strength=1|Source=Memory
Trigger=What is a burp?|Info=A loud burst of gas from the mouth|Strength=2|Source=Memory
Trigger=What is a cactus?|Info=A spiny plant|Strength=3|Source=Memory
Trigger=So what was that sound?|Info=i don't know at all?|Strength=1|Source=Memory
Trigger=What is sound?|Info=Noise|Strength=2|Source=Memory
Trigger=What is a pattern?|Info=A sequence|Strength=1|Source=Memory
Trigger=what is a cream?|Info=a louswid|Strength=1|Source=Memory
Trigger=what is a daughter?|Info=female offspring|Strength=1|Source=Memory
Trigger=what is a donkey?|Info=a burro|Strength=1|Source=Memory
Trigger=what is a drug?|Info=a chemical that alters something in a body|Strength=1|Source=Memory
Trigger=what is a earthquake?|Info=when the ground shakes|Strength=1|Source=Memory
Trigger=what is a feast?|Info=a large meal|Strength=1|Source=Memory
Trigger=what is a fifth?|Info=one out of five pieces|Strength=1|Source=Memory
Trigger=what is a moon?|Info=a large mass orbiting a planet|Strength=2|Source=Memory
Trigger=what is a finger?|Info=part of a hand|Strength=1|Source=Memory
Trigger=what is a flock?|Info=a group of birds|Strength=1|Source=Memory
Trigger=what is a frame?|Info=an outline|Strength=1|Source=Memory
Trigger=what is a furniture?|Info=large objects inside a house|Strength=1|Source=Memory
Trigger=What's down?|Info=i hope not|Strength=1|Source=Memory
Trigger=What is that loud sound?|Info=my fart?|Strength=1|Source=Memory
Trigger=What is a giraffe?|Info=a long necked animal?|Strength=1|Source=Memory
Trigger=What is a pancake?|Info=food|Strength=2|Source=Memory
Trigger=what is a fps?|Info=first person shooter|Strength=2|Source=Memory
Trigger=what is a man?|Info=male human|Strength=2|Source=Memory
Trigger=what is a governor?|Info=the leader of a state|Strength=1|Source=Memory
Trigger=what is a box?|Info=a cube used for holding objects|Strength=3|Source=Memory
Trigger=what is a hope?|Info=wishful thinking|Strength=1|Source=Memory
Trigger=What is a hydrant?|Info=what is a potato?|Strength=1|Source=Memory
Trigger=a word used to identify something?|Info=a delicious root|Strength=1|Source=Memory
